link,name,year_of_birth,year_of_death,date_of_death,timestamp_of_death,median_views_adjusted_bd_1,median_views_adjusted_ad_1,mean_views_adjusted_bd_1,death_views_1,death_views_adjusted_1,std_1,iqr_1,median_views_adjusted_bd_2,median_views_adjusted_ad_2,mean_views_adjusted_bd_2,death_views_2,death_views_adjusted_2,std_2,iqr_2,median_views_adjusted_bd_3,median_views_adjusted_ad_3,mean_views_adjusted_bd_3,death_views_3,death_views_adjusted_3,std_3,iqr_3,median_views_adjusted_bd_7,median_views_adjusted_ad_7,mean_views_adjusted_bd_7,death_views_7,death_views_adjusted_7,std_7,iqr_7,pageid,description,canonical,display,thumbnail_source,thumbnail_width,thumbnail_height,extract,industry,cause,sudden,last_updated
/wiki/Terry_Wogan,Terry Wogan,1938,2016,January 31,20160131,512.5,691,764.8551401869158,474806,439575,1110.2217268428647,357,1095,1418.5,1529.7102803738317,655456,601557,1919.372785059003,795,1647,2124.5,2300.507042253521,702373,645210,2386.7458893001685,926,4018.5,5020,5372.666666666667,772498,713673,4257.869274127091,1917,233249,Irish radio and television broadcaster,Terry_Wogan,Terry Wogan,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Terry_Wogan_at_Cheltenham_Literature_Festival.jpg/222px-Terry_Wogan_at_Cheltenham_Literature_Festival.jpg,222,320,"Sir Michael Terence Wogan, better known as Terry Wogan, was an Irish radio and television broadcaster who worked for the BBC in the UK for most of his career. Before he retired in 2009, his BBC Radio 2 weekday breakfast programme Wake Up to Wogan had eight million regular listeners, making him the most listened-to radio broadcaster in Europe.",film/tv,cancer,false,20180717
/wiki/Antonin_Scalia,Antonin Scalia,1936,2016,February 13,20160213,1331,1714,1829.6431718061674,634269,666901,2355.9439703898665,682,2653,3462.5,3567.0619469026547,1569067,1579451,4115.340356859898,1339,4159,5195.5,5289.253333333333,1928300,1909826,6072.426660665039,1874,10170,12264,12231.21875,2444531,2396818,9665.377930836354,3904,166514,former Associate Justice of the Supreme Court of the United States,Antonin_Scalia,Antonin Scalia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Antonin_Scalia_Official_SCOTUS_Portrait_crop.jpg/253px-Antonin_Scalia_Official_SCOTUS_Portrait_crop.jpg,253,320,"Antonin Gregory Scalia was an Associate Justice of the Supreme Court of the United States from 1986 until his death in 2016. Appointed to the Court by President Ronald Reagan in 1986, Scalia was described as the intellectual anchor for the originalist and textualist position in the Court's conservative wing.",politics,natural causes,false,20180717
/wiki/Nancy_Reagan,Nancy Reagan,1921,2016,March 6,20160306,3393,2200,3786.4859437751006,561399,542043,2164.353487041961,930,6760,4397,7583.774193548387,1055017,1000196,3866.3919328029465,1713,10168,6719,11359.4578313253,1206358,1147653,4567.094041418632,2640,23310,15603.5,26463.77142857143,1703530,1667137,8590.472400400387,7583,21181,actress and first lady of the United States,Nancy_Reagan,Nancy Reagan,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Nancy_Reagan.jpg/256px-Nancy_Reagan.jpg,256,320,"Nancy Davis Reagan was an American film actress and the wife of Ronald Reagan, the 40th President of the United States. She served as the First Lady of the United States from 1981 to 1989.",politics,heart failure,false,20180717
/wiki/Johan_Cruyff,Johan Cruyff,1947,2016,March 24,20160324,1461,1782,1772.6104868913858,450986,485879,1868.643726441566,356,2862,3617,3546.781954887218,674566,728341,3394.159054802594,695,4534,5417,5317.831460674157,766583,830270,3668.3018182834226,1163,10574,12640,12413.736842105263,916097,980179,8553.117617768361,2354,26276416,Dutch association football player,Johan_Cruyff,Johan Cruyff,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Ajax-selectie_presenteert_zich_aan_de_pers%2C_nummer_15_Heinz_Stuy%2C_nummer_16_Ruud_Krol%2C_nummer_13_Johan_Cruyff%2C_nummer_14_Wim_Suurbier_%28allen_koppen%29.jpg/240px-Ajax-selectie_presenteert_zich_aan_de_pers%2C_nummer_15_Heinz_Stuy%2C_nummer_16_Ruud_Krol%2C_nummer_13_Johan_Cruyff%2C_nummer_14_Wim_Suurbier_%28allen_koppen%29.jpg,240,320,"Hendrik Johannes ""Johan"" Cruijff OON was a Dutch professional football player and coach. As a player, he won the Ballon d'Or three times, in 1971, 1973, and 1974. Cruyff was the most famous exponent of the football philosophy known as Total Football explored by Rinus Michels, and is widely regarded as one of the greatest players in football history. In the late 1960s and early 1970s, Dutch football rose from obscurity to become a powerhouse in the sport. Cruyff led the Netherlands to the final of the 1974 FIFA World Cup and received the Golden Ball as player of the tournament. At the 1974 finals, he executed a feint that subsequently was named after him, the ""Cruyff Turn"", a move widely replicated in the modern game.",sports,cancer,false,20180717
/wiki/Garry_Shandling,Garry Shandling,1949,2016,March 24,20160324,553,1968,697.5692883895131,442476,476711,470.21165633512976,273,1124,4028,1396.5563909774437,1084360,1172804,843.8089654230561,494,1725,6165,2092.7078651685392,1256115,1363060,1224.2317306733955,693,4013.5,14497,4887.9473684210525,1478661,1585819,2510.5457463663824,1766,635632,American stand-up comedian,Garry_Shandling,Garry Shandling,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/GarryShandlingApr2011.jpg/235px-GarryShandlingApr2011.jpg,235,320,"Garry Emmanuel Shandling was an American stand-up comedian, actor, director, writer, and producer. He was best known for his work in It's Garry Shandling's Show and The Larry Sanders Show.",comedy,heart failure,false,20180717
/wiki/Patty_Duke,Patty Duke,1946,2016,March 29,20160329,1767.5,2266.5,1986.9080882352941,696374,686585,826.8328097195335,627,3575.5,4619,3973.8161764705883,1216043,1215345,1444.9453541580833,944.5,5603,7012,5976.8,1371832,1378106,1905.9957630826173,1651,13444.5,16415,13993.842105263158,1534595,1551875,3494.6015624577876,4399,575345,American actress,Patty_Duke,Patty Duke,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Patty_Duke_%281962%29_-_1.JPG/224px-Patty_Duke_%281962%29_-_1.JPG,224,320,"Anna Marie ""Patty"" Duke was an American actress, appearing on stage, film, and television. Her first big break came from her Academy Award winning performance at age 16 for portraying Helen Keller in The Miracle Worker (1962); a role which she had originated on Broadway. The following year she was given her own show, The Patty Duke Show, in which she played ""identical cousins"" Cathy and Patty Lane. She later progressed to more mature roles such as that of Neely O'Hara in the film Valley of the Dolls (1967). Over the course of her career, she received ten Emmy Award nominations and three Emmy Awards, and two Golden Globe Awards. Duke also served as president of the Screen Actors Guild from 1985 to 1988.",film/tv,illness,false,20180717
/wiki/Merle_Haggard,Merle Haggard,1937,2016,April 6,20160406,1520.5,1922,1676.6107142857143,451347,442206,749.3398965753057,429.5,3082,3898,3353.2214285714285,833202,826792,1277.4739251901842,787,4660,5823.5,5028.333333333333,938287,936683,1597.599646602482,1078,10945.5,13951.5,11736.275,1128348,1130749,2977.438958127437,2562,169941,"American country music song writer, singer and musician",Merle_Haggard,Merle Haggard,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Merle_Haggard_in_1971.jpg/253px-Merle_Haggard_in_1971.jpg,253,320,"Merle Ronald Haggard was an American country singer, songwriter, guitarist, and fiddler. Along with Buck Owens, Haggard and his band the Strangers helped create the Bakersfield sound, which is characterized by the twang of Fender Telecaster and the unique mix with the traditional country steel guitar sound, new vocal harmony styles in which the words are minimal, and a rough edge not heard on the more polished Nashville sound recordings of the same era.",music,illness,false,20180717
/wiki/Chyna,Chyna,1969,2016,April 20,20160420,4195.5,4124,4408.741496598639,3615,3628,1003.9154983034255,1064,8395,8241,8817.482993197278,1483927,1436487,1813.1711775501292,2238,12523,12390,13226.224489795919,1990678,1948768,2485.7223954326337,3288,29608,29361.5,30861.190476190477,2469080,2436908,5067.220597405095,7288,690102,"American professional wrestler, actress, glamour model, bodybuilder, pornographic  actress",Chyna,Chyna,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Chyna_at_Slim-Fast_Fashion_Show_1.jpg/258px-Chyna_at_Slim-Fast_Fashion_Show_1.jpg,258,320,"Chyna was an American professional wrestler, glamour model, pornographic film actress, and bodybuilder.",film/tv,drug overdose,false,20180717
/wiki/Prince_(musician),Prince (musician),1958,2016,April 21,20160421,8216,9370,9631.077966101695,5808147,5621960,4766.320378431719,2379,16709,19004.5,19261.312925170067,11273896,11147359,8019.252606363193,5277,25073.5,28601,28891.969387755104,13336871,13383228,10999.339997318652,8154,62776.5,67930,67414.59523809524,16561273,16568602,16991.270195602723,20080,57317,"American singer, songwriter, musician and actor",Prince_(musician),Prince (musician),https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Prince.jpg/240px-Prince.jpg,240,320,"Prince Rogers Nelson was an American singer, songwriter, musician, record producer and filmmaker.",music,drug overdose,false,20180717
/wiki/Muhammad_Ali,Muhammad Ali,1942,2016,June 3,20160603,14971,12005,16142.73076923077,147398,158574,5155.414223137667,4596,30734,24434,32285.46153846154,4542596,4999157,8989.920549767068,8658,45999,37051,48511.16071428572,6348245,6842076,12071.09003951292,13228,110816,87961,113192.70833333333,8533375,9056615,21242.397951932446,26663.5,63747,"American boxer, philanthropist and activist",Muhammad_Ali,Muhammad Ali,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Muhammad_Ali_NYWTS.jpg/256px-Muhammad_Ali_NYWTS.jpg,256,320,"Muhammad Ali was an American professional boxer, activist, and philanthropist. He is widely regarded as one of the most significant and celebrated sports figures of the 20th century. From early in his career, Ali was known as an inspiring, controversial, and polarizing figure both inside and outside the ring.",sports,illness,false,20180717
/wiki/Gordie_Howe,Gordie Howe,1928,2016,June 10,20160610,1068,985,1204.559420289855,310501,336098,812.8941621964061,536,2182.5,2003,2411.5581395348836,483730,528020,1315.0796474654808,1034.5,3347,3073,3613.6782608695653,548145,594271,1808.2464460154242,1451,8229,7234,8450.244897959185,715358,761904,3477.869131397418,3411,141390,Canadian ice hockey player,Gordie_Howe,Gordie Howe,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Gordie_Howe_Chex_card.jpg/240px-Gordie_Howe_Chex_card.jpg,240,320,"Gordon Howe was a Canadian professional ice hockey player. From 1946 to 1980, he played twenty-six seasons in the National Hockey League (NHL) and six seasons in the World Hockey Association (WHA); his first 25 seasons were spent with the Detroit Red Wings. Nicknamed ""Mr. Hockey"", Howe is considered the most complete player to ever play the game and one of the greatest ice hockey players of all time. A 23-time NHL All-Star, he held many of the sport's career scoring records until they were broken in the 1980s by Wayne Gretzky, who himself has been a major champion of Howe's legacy. He continues to hold NHL records for most games and seasons played. In 2017, Howe was named one of the ""100 Greatest NHL Players"".",sports,natural causes,false,20180717
/wiki/Christina_Grimmie,Christina Grimmie,1994,2016,June 10,20160610,1017,5172,1074.0666666666666,468,506,496.8753247135328,507,2029,10323,2148.1162790697676,1661632,1840927,893.2027025678585,1013,3218,15692,3222.2,2691249,2899906,1310.1718586240643,1429,7036,37095,7513.408163265306,3741365,3944361,2867.089350474943,3587,30963890,"American singer, songwriter, musician, actress",Christina_Grimmie,Christina Grimmie,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Christina_Grimmie_2014_crop.jpg/251px-Christina_Grimmie_2014_crop.jpg,251,320,"Christina Victoria Grimmie was an American singer, songwriter, musician, actress, and YouTuber known for her participation in the NBC singing competition The Voice and for her covers of hit songs by contemporary pop musicians. In June 2011, she released her debut EP, Find Me. In 2013, she released her studio album, With Love. In 2016, she released her second EP, Side A, and a posthumous release, Side B, was made available on iTunes and Spotify. On June 9, 2017, her second and final album, All Is Vanity, was released posthumously.",music,murder,false,20180717
/wiki/Anton_Yelchin,Anton Yelchin,1989,2016,June 19,20160619,2109,6801,2222.1186440677966,668355,702518,610.838612713982,682,4258,13851,4444.237288135593,1457300,1477792,1097.8438190557772,1222,6321.5,20812,6666.35593220339,1724461,1753524,1541.1560129860684,1757,14837.5,48642,15424.52,1997309,2043462,2575.394247411452,3867,1034732,American film and television actor,Anton_Yelchin,Anton Yelchin,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Anton_Yelchin_Deauville_2011.jpg/226px-Anton_Yelchin_Deauville_2011.jpg,226,320,"Anton Viktorovich Yelchin was an American actor. He played Pavel Chekov in three Star Trek films: including the first film, Star Trek (2009); the first sequel, Star Trek Into Darkness (2013) and the posthumously released Star Trek Beyond (2016).",film/tv,accident,false,20180717
/wiki/Pat_Summitt,Pat Summitt,1952,2016,June 28,20160628,387,547,1138.8815426997246,408154,411995,4066.8365237659527,395,776,1139,2281.6243093922653,601625,612592,7923.224518144991,936,1199,1760,3416.6446280991736,647622,660848,9974.198938285102,1374,2948,4507.5,8058.745098039216,701047,717587,16273.767977635878,3634,213795,basketball player and coach,Pat_Summitt,Pat Summitt,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Pat-Summitt-Walter-Reed-Center-06-24-08-2.jpg/167px-Pat-Summitt-Walter-Reed-Center-06-24-08-2.jpg,167,320,"Patricia Sue Summitt was an American women's college basketball head coach who accrued 1,098 career wins, the most in college basketball history upon her retirement. She served as the head coach of the University of Tennessee Lady Vols basketball team from 1974 to 2012, before retiring at age 59 because of a diagnosis of early-onset Alzheimer's disease. She won eight NCAA championships.",sports,brain failure,false,20180717
/wiki/Caroline_Aherne,Caroline Aherne,1963,2016,July 2,20160702,533,654,666.6975476839237,427401,478736,528.9131765276913,375,1133,1371,1335.4863387978141,587805,648961,837.2136578136823,622,1707,2051,2003.2295081967213,669683,731427,1235.7643734427086,925,4169.5,4887,4677.807692307692,746614,811389,2134.8477610869004,1766,514223,"English comedian, writer and actress",Caroline_Aherne,Caroline Aherne,https://upload.wikimedia.org/wikipedia/en/a/a4/Caroline_Aherne_2001.jpg,101,112,"Caroline Mary Aherne was an English comedian and BAFTA-winning writer and actress, best known for performing as the acerbic chat show host Mrs Merton, various roles in The Fast Show, and as Denise in The Royle Family, a series which she co-wrote.","comedy,film/tv",cancer,false,20180717
/wiki/Juan_Gabriel,Juan Gabriel,1950,2016,August 28,20160828,537,650,688.6132075471698,259238,258389,974.0980498743221,272,1125,1296,1377.2264150943397,631975,603252,1450.6872072450722,591,1715,1932.5,2068.0709219858154,767549,732286,1792.7222362225182,885,4276.5,4555,4839.433333333333,927720,895788,3105.5797599732573,1923,355574,Mexican singer/Writer,Juan_Gabriel,Juan Gabriel,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Juan_Gabriel_---_Pepsi_Center_---_09.26.14_%28cropped%29.jpg/281px-Juan_Gabriel_---_Pepsi_Center_---_09.26.14_%28cropped%29.jpg,281,320,"Alberto Aguilera Valadez, better known by his stage name Juan Gabriel, was a Mexican singer, songwriter and actor. Colloquially nicknamed as Juanga and El Divo de Juárez, Gabriel was known for his flamboyant style, which broke barriers within the Latin music market. Widely considered one of the best and most prolific Mexican composers and singers of all time, he has been called a pop icon.",music,heart failure,false,20180717
/wiki/Gene_Wilder,Gene Wilder,1933,2016,August 29,20160829,4071,3481,5664.425882352941,1305993,1208331,13305.268459383722,1934,8383,7135,11332.702830188678,2769450,2601196,19975.390751636325,4330.5,13008,11060,17009.72340425532,3142616,2966071,24370.191927497603,6001,32203,26194,39725.7,3569849,3410495,35741.51738771966,14687,430144,American actor,Gene_Wilder,Gene Wilder,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Gene_Wilder_1970.JPG/253px-Gene_Wilder_1970.JPG,253,320,"Jerome Silberman, known professionally as Gene Wilder, was an American actor, screenwriter, director, producer, singer-songwriter and author.",film/tv,brain failure,false,20180717
/wiki/Alexis_Arquette,Alexis Arquette,1969,2016,September 11,20160911,1654,2095,2050.9474885844747,320739,314158,2220.5739600054803,637,3240,4250.5,4101.8949771689495,939098,910545,3557.3857471838783,1278,5051,6313.5,6152.842465753424,1121787,1084526,4745.221046121331,1878,11533.5,14818,14388.193548387097,1321194,1285292,10119.898268388819,4245,639564,"American actress, cabaret performer and activist",Alexis_Arquette,Alexis Arquette,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Alexis_Arquette_2009.jpg/213px-Alexis_Arquette_2009.jpg,213,320,"Alexis Arquette was an American actress, cabaret performer, underground cartoonist, and activist. She underwent gender transitioning in her late thirties, and supported other people making similar transitions.",music,heart failure,false,20180717
