views,views_adjusted,share,bin,timestamp,timestamp_index,count
22535,24205,0.00004807089647266577,1,20150702,1,2
22324,24057,0.000047752319048465096,2,20150704,3,2
24697,23564,0.0000468434311072661,3,20150706,5,2
23056,23260,0.00004618810784033715,4,20150708,7,2
21801,23166,0.00004597628253962381,5,20150710,9,2
22900,22453,0.00004454629495490022,6,20150712,11,2
21855,21462,0.00004264551914105637,7,20150714,13,2
21867,22867,0.000045372136581049305,8,20150716,15,2
20838,22227,0.000044083757963887534,9,20150718,17,2
21345,20972,0.000041634421770900325,10,20150720,19,2
26919,27170,0.000053957670342916055,11,20150722,21,2
18812,19801,0.000039339160242554825,12,20150724,23,2
19338,19220,0.00003816685612398259,13,20150726,25,2
18289,17609,0.000034968095928746745,14,20150728,27,2
18545,19262,0.00003828343730842412,15,20150730,29,2
16884,18203,0.0000361962324331247,16,20150801,31,2
20682,21705,0.00004323285787502121,17,20150803,33,2
21485,21811,0.00004331973433754036,18,20150805,35,2
21850,23071,0.00004580165664906527,19,20150807,37,2
22164,22501,0.0000446856599108457,20,20150809,39,2
21504,21521,0.00004273204117859317,21,20150811,41,2
25165,25981,0.0000515728108796846,22,20150813,43,2
25640,26926,0.00005335752096629055,23,20150815,45,2
21986,21389,0.00004247664423088675,24,20150817,47,2
19508,19556,0.00003885108506950132,25,20150819,49,2
20720,22080,0.00004377860121833396,26,20150821,51,2
22875,22422,0.00004451029854186772,27,20150823,53,2
25034,24576,0.000048812241057144684,28,20150825,55,2
24191,25050,0.0000497454198813461,29,20150827,57,2
24508,25790,0.000051240011198037374,30,20150829,59,2
27414,26596,0.00005294635658784414,31,20150831,61,2
23573,23020,0.000045726682993379506,32,20150902,63,2
62163,64145,0.0001276978077466581,33,20150904,65,2
34113,31813,0.0000629211906746992,34,20150906,67,2
25185,22625,0.000044973855564708365,35,20150908,69,2
25947,25400,0.00005042975021513253,36,20150910,71,2
25734,25166,0.00005002590104926149,37,20150912,73,2
23027,21408,0.00004252387820930813,38,20150914,75,2
23233,23434,0.000046542797664028744,39,20150916,77,2
25893,27952,0.000055473272831252174,40,20150918,79,2
23033,22323,0.000044254895146102424,41,20150920,81,2
25141,24775,0.00004919984450023293,42,20150922,83,2
22066,22760,0.000045231446283038256,43,20150924,85,2
29843,31864,0.00006349318523002687,44,20150926,87,2
25368,24498,0.00004872287497551828,45,20150928,89,2
20967,21501,0.0000427211323348292,46,20150930,91,2
20199,22343,0.00004433495898873625,47,20151002,93,2
20451,20466,0.000040567988336192556,48,20151004,95,2
20712,19920,0.00003955337864799998,49,20151006,97,2
21213,21645,0.00004296136850677967,50,20151008,99,2
20317,21653,0.000042973622559075184,51,20151010,101,2
20903,19829,0.00003937747132109546,52,20151012,103,2
21392,20867,0.000041388995816050806,53,20151014,105,2
22241,24081,0.000047823481557800336,54,20151016,107,2
22627,22087,0.00004380295696577747,55,20151018,109,2
32279,30933,0.00006117122317518494,56,20151020,111,2
34858,34582,0.00006881509412045419,57,20151022,113,2
28487,29803,0.00005903022093677005,58,20151024,115,2
25441,24270,0.000048202146246933546,59,20151026,117,2
22105,21715,0.0000431302086580375,60,20151028,119,2
20304,21753,0.000043123758937499394,61,20151030,121,2
22506,22196,0.00004402074689625324,62,20151101,123,2
22319,21793,0.00004327433592406016,63,20151103,125,2
22459,22385,0.00004444146351938893,64,20151105,127,2
23562,24635,0.00004880919576185788,65,20151107,129,2
21311,20269,0.00004023798455848508,66,20151109,131,2
20774,20613,0.00004093626515551221,67,20151111,133,2
19560,21195,0.000042103989388727006,68,20151113,135,2
20487,19985,0.00003964091480395758,69,20151115,137,2
19698,19074,0.00003787890384044318,70,20151117,139,2
20085,20418,0.0000405076676234967,71,20151119,141,2
22019,23098,0.000045845011954015556,72,20151121,143,2
22288,21658,0.000042997259974143153,73,20151123,145,2
22060,22978,0.000045647889738304515,74,20151125,147,2
21343,22908,0.00004550170754522051,75,20151127,149,2
22487,21632,0.00004292218520095469,76,20151129,151,2
21204,20672,0.00004105299022553937,77,20151201,153,2
23069,23577,0.000046761917233255164,78,20151203,155,2
23580,24922,0.000049348755998539584,79,20151205,157,2
22967,21549,0.00004279523509314668,80,20151207,159,2
21322,20924,0.000041554966418658304,81,20151209,161,2
20176,21338,0.00004233392137323889,82,20151211,163,2
23274,22556,0.00004473499660936443,83,20151213,165,2
20516,20759,0.00004121676685217908,84,20151215,167,2
19088,20671,0.00004104977902270399,85,20151217,169,2
19283,21929,0.00004349147141785968,86,20151219,171,2
18816,19879,0.00003946233897020422,87,20151221,173,2
17884,21011,0.00004167039715437136,88,20151223,175,2
18545,21892,0.00004338905175439542,89,20151225,177,2
20963,21845,0.000043363531151978714,90,20151227,179,2
20709,21156,0.00004200649750393797,91,20151229,181,2
21439,23461,0.00004657361413959023,92,20151231,183,2
22873,21975,0.00004363084837444502,93,20160102,185,2
21059,19889,0.00003949763865114418,94,20160104,187,2
21954,21147,0.00004198185374242698,95,20160106,189,2
36775,37137,0.0000737813761822663,96,20160108,191,2
28841,25892,0.00005108280826092096,97,20160110,193,2
24537,23009,0.000045698498079013894,98,20160112,195,2
24770,24127,0.000047848868262032286,99,20160114,197,2
25931,25625,0.0000508562672721267,100,20160116,199,2
24367,22238,0.00004416114496946899,101,20160118,201,2
22861,21751,0.00004318876179488089,102,20160120,203,2
26111,25982,0.000051553785404267447,103,20160122,205,2
27588,25177,0.00004994297697062314,104,20160124,207,2
24551,22911,0.000045493134965303087,105,20160126,209,2
28840,28186,0.00005592122079018826,106,20160128,211,2
33852,33119,0.00006553929248440303,107,20160130,213,2
29425,26874,0.000053361132600439654,108,20160201,215,2
29723,28224,0.0000559988375573538,109,20160203,217,2
51273,52993,0.00010400976963585648,110,20160205,219,2
327268,297941,0.0006029030022363625,111,20160207,221,2
175425,167871,0.00033351517206003527,112,20160209,223,2
92643,92759,0.00018448664115330637,113,20160211,225,2
81263,82321,0.00016337327307219864,114,20160213,227,2
83420,75985,0.00015092603771461484,115,20160215,229,2
59936,57436,0.0001141675259486066,116,20160217,231,2
54308,55326,0.0001098939915142445,117,20160219,233,2
50268,46389,0.00009191554138575693,118,20160221,235,2
44806,42559,0.0000845218299989189,119,20160223,237,2
37768,37560,0.00007460433981077363,120,20160225,239,2
34732,35541,0.00007041738306179513,121,20160227,241,2
32401,29159,0.000057799652550609956,122,20160229,243,2
30883,29540,0.00005866028494633719,123,20160302,245,2
31387,32074,0.0000636834187062514,124,20160304,247,2
31403,29727,0.00005902029420230567,125,20160306,249,2
29444,28735,0.000057061599595588994,126,20160308,251,2
28939,29769,0.00005911982649909072,127,20160310,253,2
29121,30838,0.00006119074401586316,128,20160312,255,2
28466,28020,0.000055622890682470375,129,20160314,257,2
27549,27804,0.00005522366719797037,130,20160316,259,2
26925,29980,0.00005950648418344503,131,20160318,261,2
